F1,F2,Label
13156_1,13177_7,1
13634_0,13986_0,1
13177_6,13156_0,1
13135_9,13754_7,1
13533_2,13079_2,1
13875_16,13445_3,1
13251_3,13079_3,1
13177_7,13892_1,1
13156_0,13472_3,1
13017_0,13267_0,1
13986_0,13742_0,1
13472_2,13122_6,1
13209_9,13420_10,1
13754_7,13006_18,1
13472_3,13892_0,1
13863_10,13876_10,1
13986_1,13742_1,1
13306_5,13234_5,1
13445_3,13638_3,1
13990_6,13420_11,1
13327_2,13433_2,1
13742_0,13661_0,1
13763_7,13837_7,1
13306_4,13234_4,1
13990_7,13115_11,1
13115_11,13475_15,1
13763_6,13837_6,1
13461_29,13638_34,1
13742_1,13103_1,1
13204_2,13301_2,1
13403_46,13406_46,1
13892_1,13349_1,1
13406_80,13403_80,1
13409_37,13400_37,1
13103_1,13661_1,1
13661_0,13103_0,1
13406_81,13403_81,1
13892_0,13656_1,1
13079_2,13629_2,1
13661_1,13358_1,1
13103_0,13358_0,1
13409_36,13400_36,1
13656_1,13349_0,1
13448_9,13427_9,1
13214_31,13634_34,1
13349_1,13125_1,1
13115_6,13013_9,1
13349_0,13125_0,1
13805_16,13977_16,1
13203_4,13016_3,1
13445_24,13032_21,1
13488_14,13811_15,1
13666_6,13949_7,1
13203_5,13114_4,1
13358_0,13753_0,1
13125_1,13764_1,1
13488_15,13633_13,1
13445_25,13991_19,1
13420_11,13475_14,1
13234_5,13261_5,1
13400_41,13405_41,1
13670_1,13322_2,1
13420_10,13065_9,1
13006_19,13542_11,1
13234_4,13261_4,1
13400_40,13405_40,1
13753_0,13475_4,1
13629_2,13786_10,1
13031_1,13336_3,1
13805_23,13351_30,1
13454_3,13448_3,1
13475_4,13519_0,1
13542_11,13046_17,1
13336_2,13031_0,1
13031_0,13006_0,1
13336_3,13218_8,1
13542_10,13707_9,1
13805_22,13808_7,1
13454_2,13448_2,1
13301_3,13325_4,1
13403_72,13406_72,1
13519_0,13147_0,1
13475_15,13275_11,1
13463_2,13277_2,1
13065_9,13218_9,1
13218_8,13006_1,1
13006_0,13349_11,1
13764_1,13417_5,1
13301_2,13447_5,1
13475_14,13124_9,1
13707_9,13046_16,1
13519_1,13147_1,1
13218_9,13124_8,1
13006_1,13219_1,1
13786_10,13964_2,1
13349_11,13219_0,1
13876_10,13218_12,1
13124_8,13518_8,1
13261_5,13176_5,1
13786_11,13964_3,1
13147_0,13463_12,1
13349_10,13076_19,1
13463_12,13458_0,1
13124_9,13518_9,1
13261_4,13176_4,1
13458_0,13170_0,1
13170_0,13731_0,1
13277_2,13183_2,1
13170_1,13731_1,1
13076_19,13045_6,1
13899_5,13949_6,1
13218_13,13430_39,1
13731_1,13051_13,1
13899_4,13927_4,1
13062_10,13138_16,1
13731_0,13405_15,1
13072_6,13271_6,1
13218_12,13430_38,1
13518_8,13972_5,1
13045_6,13238_6,1
13219_0,13238_7,1
13405_15,13420_4,1
13238_7,13045_7,1
13420_4,13051_12,1
13051_12,13584_0,1
13045_7,13825_2,1
13518_9,13275_10,1
13219_1,13972_4,1
13275_11,13491_9,1
13275_10,13491_8,1
13584_0,13623_4,1
13138_16,13199_6,1
13979_13,13354_13,1
13430_38,13367_11,1
13288_3,13324_12,1
13490_0,13804_4,1
13324_13,13183_3,1
13288_2,13454_30,1
13324_12,13454_31,1
13199_6,13973_15,1
13972_4,13825_3,1
13972_5,13566_8,1
13949_7,13246_6,1
13183_2,13588_2,1
13949_6,13927_5,1
13183_3,13588_3,1
13825_3,13472_9,1
13634_23,13812_26,1
13825_2,13472_8,1
13491_8,13566_9,1
13354_13,13351_13,1
13454_30,13931_2,1
13906_3,13602_3,1
13588_3,13469_4,1
13927_4,13190_4,1
13491_9,13699_6,1
13927_5,13348_2,1
13454_31,13931_3,1
13906_2,13602_2,1
13588_2,13043_2,1
13367_11,13141_5,1
13931_2,13448_30,1
13699_6,13367_10,1
13081_5,13699_7,1
13367_10,13081_4,1
13931_3,13118_31,1
13699_7,13784_5,1
13081_4,13141_4,1
13602_3,13889_6,1
13141_5,13076_26,1
13623_4,13567_0,1
13566_9,13638_8,1
13351_30,13985_10,1
13267_1,13802_1,1
13407_24,13402_24,1
13623_5,13567_1,1
13566_8,13114_5,1
13141_4,13062_5,1
13602_2,13839_2,1
13267_0,13802_0,1
13407_25,13402_25,1
13005_14,13177_14,1
13351_31,13985_11,1
13448_30,13118_30,1
13469_4,13209_3,1
13973_14,13437_14,1
13176_4,13700_4,1
13635_2,13814_6,1
13118_31,13448_31,1
13448_31,13209_2,1
13635_3,13818_5,1
13973_15,13437_15,1
13176_5,13700_5,1
13209_2,13285_27,1
13811_14,13487_13,1
13411_1,13092_3,1
13472_8,13282_16,1
13209_3,13043_3,1
13811_15,13633_12,1
13452_21,13427_21,1
13472_9,13282_17,1
13043_2,13686_2,1
13700_4,13419_14,1
13062_5,13638_9,1
13437_15,13834_9,1
13282_16,13135_2,1
13638_8,13062_4,1
13062_4,13237_10,1
13437_14,13331_18,1
13700_5,13419_15,1
13043_3,13686_3,1
13638_9,13000_4,1
13282_17,13135_3,1
13461_23,13638_28,1
13889_6,13839_3,1
13779_9,13021_3,1
13567_1,13078_1,1
13078_1,13550_1,1
13567_0,13078_0,1
13078_0,13550_0,1
13251_8,13533_8,1
13114_5,13774_3,1
13046_17,13791_15,1
13550_0,13037_4,1
13533_8,13299_8,1
13135_3,13774_2,1
13114_4,13013_8,1
13046_16,13791_14,1
13550_1,13037_5,1
13348_2,13190_5,1
13016_2,13013_12,1
13372_8,13307_6,1
13791_14,13183_14,1
13774_3,13330_7,1
13076_26,13823_7,1
13372_9,13307_7,1
13791_15,13183_15,1
13016_3,13013_13,1
13330_7,13876_7,1
13076_27,13487_46,1
13000_4,13237_11,1
13021_3,13835_1,1
13804_20,13801_20,1
13427_9,13959_5,1
13021_2,13835_0,1
13000_5,13185_6,1
13814_6,13818_4,1
13419_15,13940_5,1
13237_11,13823_6,1
13835_1,13860_1,1
13185_6,13598_1,1
13835_0,13693_0,1
13237_10,13605_10,1
13993_16,13119_11,1
13814_7,13811_7,1
13419_14,13940_4,1
13400_36,13405_36,1
13458_18,13458_19,1
13959_5,13961_3,1
13802_0,13786_8,1
13823_7,13068_17,1
13400_37,13405_37,1
13823_6,13605_11,1
13458_19,13214_18,1
13802_1,13786_9,1
13636_13,13636_12,1
13636_12,13633_47,1
13786_9,13495_1,1
13598_1,13876_6,1
13605_11,13068_16,1
13786_8,13495_0,1
13605_10,13920_8,1
13299_8,13917_8,1
13834_9,13582_16,1
13331_18,13834_8,1
13876_7,13597_7,1
13633_47,13633_46,1
13991_19,13454_26,1
13876_6,13955_6,1
13633_46,13312_10,1
13860_1,13693_1,1
13402_39,13407_39,1
13693_0,13860_0,1
13406_51,13403_51,1
13860_0,13943_0,1
13402_38,13407_38,1
13693_1,13943_1,1
13406_50,13403_50,1
13818_4,13811_6,1
13068_17,13581_24,1
13839_3,13399_3,1
13487_46,13581_25,1
13791_7,13189_5,1
13189_4,13791_6,1
13920_8,13878_8,1
13839_2,13399_2,1
13068_16,13920_9,1
13943_0,13186_2,1
13920_9,13784_4,1
13791_6,13863_4,1
13189_5,13863_5,1
13985_11,13636_31,1
13955_6,13597_6,1
13985_10,13636_30,1
13784_5,13788_7,1
13784_4,13878_9,1
13792_3,13783_3,1
13394_8,13568_6,1
13878_9,13788_6,1
13940_5,13158_5,1
13581_25,13293_21,1
13959_16,13442_20,1
13214_18,13214_19,1
13495_0,13879_0,1
13183_14,13210_2,1
13878_8,13617_14,1
13792_2,13783_2,1
13394_9,13947_8,1
13961_3,13771_3,1
13940_4,13158_4,1
13495_1,13879_1,1
13183_15,13939_8,1
13581_24,13293_20,1
13214_19,13977_17,1
13690_4,13181_10,1
13597_7,13040_7,1
13863_5,13820_2,1
13863_4,13412_4,1
13597_6,13820_3,1
13581_1,13581_0,1
13582_16,13878_15,1
13686_2,13038_2,1
13686_3,13564_4,1
13084_5,13008_5,1
13903_3,13022_7,1
13312_11,13638_16,1
13879_1,13756_1,1
13312_10,13076_30,1
13879_0,13756_0,1
13903_2,13404_2,1
13801_4,13817_2,1
13820_3,13333_3,1
13190_4,13325_5,1
13939_8,13210_3,1
13820_2,13333_2,1
13801_5,13817_3,1
13788_6,13617_15,1
13190_5,13264_5,1
13186_2,13281_1,1
13617_14,13312_4,1
13281_0,13142_0,1
13878_15,13944_15,1
13158_5,13022_6,1
13022_7,13984_6,1
13447_5,13982_3,1
13992_0,13400_15,1
13022_6,13470_5,1
13158_4,13019_4,1
13325_5,13264_4,1
13312_5,13174_9,1
13984_6,13404_3,1
13333_2,13412_5,1
13470_5,13019_5,1
13333_3,13040_6,1
13312_4,13174_8,1
13210_2,13207_6,1
13408_1,13285_26,1
13174_8,13245_3,1
13429_7,13840_13,1
13174_9,13865_16,1
13210_3,13207_7,1
13408_0,13143_8,1
13285_26,13143_9,1
13977_17,13975_18,1
13638_28,13679_10,1
13409_57,13400_57,1
13120_0,13601_6,1
13944_14,13238_16,1
13143_9,13617_1,1
13840_13,13549_0,1
13564_4,13038_3,1
13404_3,13272_3,1
13425_4,13789_4,1
13040_6,13636_6,1
13404_2,13272_2,1
13679_3,13393_4,1
13040_7,13636_7,1
13961_10,13442_15,1
13865_16,13035_9,1
13412_5,13943_39,1
13961_11,13119_10,1
13568_6,13691_6,1
13293_20,13865_17,1
13412_4,13943_38,1
13803_10,13980_10,1
13272_3,13094_7,1
13636_7,13245_2,1
13617_0,13142_1,1
13042_14,13066_13,1
13803_11,13980_11,1
13272_2,13591_2,1
13975_18,13351_18,1
13238_16,13016_13,1
13142_1,13291_2,1
13038_3,13046_3,1
13038_2,13046_2,1
13142_0,13739_0,1
13601_6,13998_6,1
13019_5,13094_6,1
13905_7,13844_7,1
13094_7,13591_3,1
13905_6,13844_6,1
13291_3,13950_7,1
13826_7,13038_12,1
13214_26,13458_30,1
13038_13,13518_12,1
13826_6,13600_10,1
13291_2,13950_6,1
13214_27,13458_31,1
13409_20,13409_86,1
13409_21,13400_21,1
13811_7,13457_7,1
13950_7,13946_1,1
13633_13,13457_15,1
13119_11,13118_18,1
13950_6,13946_0,1
13633_12,13814_15,1
13912_8,13563_8,1
13946_1,13865_1,1
13946_0,13865_0,1
13487_12,13975_13,1
13892_11,13389_1,1
13844_6,13565_6,1
13389_0,13892_10,1
13591_3,13630_3,1
13865_1,13852_1,1
13487_13,13814_14,1
13696_1,13255_0,1
13518_12,13040_11,1
13865_0,13852_0,1
13591_2,13630_2,1
13852_0,13500_0,1
13680_6,13098_5,1
13098_5,13536_12,1
13909_4,13050_4,1
13098_4,13335_7,1
13409_69,13400_69,1
13046_2,13432_14,1
13427_21,13442_21,1
13046_3,13611_5,1
13016_13,13408_16,1
13638_16,13076_31,1
13801_20,13814_20,1
13611_5,13144_4,1
13630_2,13607_2,1
13998_6,13230_6,1
13255_0,13450_0,1
13630_3,13607_3,1
13028_0,13169_0,1
13611_4,13005_5,1
13255_1,13450_1,1
13500_0,13323_0,1
13417_11,13560_11,1
13607_3,13060_3,1
13417_10,13340_9,1
13588_11,13038_9,1
13500_1,13005_4,1
13563_8,13263_8,1
13607_2,13060_2,1
13144_4,13205_32,1
13340_9,13560_10,1
13005_4,13323_1,1
13205_32,13302_6,1
13814_14,13801_14,1
13323_0,13476_0,1
13340_8,13431_12,1
13005_5,13880_4,1
13323_1,13476_1,1
13302_6,13880_5,1
13814_15,13457_14,1
13314_1,13169_1,1
13066_13,13066_12,1
13476_0,13013_2,1
13013_2,13432_15,1
13169_0,13314_0,1
13432_15,13237_0,1
13335_7,13216_7,1
13536_12,13038_8,1
13476_1,13013_3,1
13314_0,13555_0,1
13432_14,13896_2,1
13169_1,13555_1,1
13880_5,13896_3,1
13673_4,13662_4,1
13237_0,13739_1,1
13880_4,13409_2,1
13673_5,13100_5,1
13896_3,13644_4,1
13263_8,13272_8,1
13644_4,13409_3,1
13896_2,13757_2,1
13573_1,13544_1,1
13560_10,13431_13,1
13674_2,13697_2,1
13573_0,13544_0,1
13230_6,13471_6,1
13272_8,13404_8,1
13674_3,13697_3,1
13560_11,13040_10,1
13100_5,13662_5,1
13457_14,13801_15,1
13739_1,13273_0,1
13662_4,13100_4,1
13544_0,13324_6,1
13814_20,13638_23,1
13038_9,13002_2,1
13739_0,13960_0,1
13662_5,13023_5,1
13100_4,13023_4,1
13038_8,13143_2,1
13207_7,13707_10,1
13544_1,13324_7,1
13431_12,13002_3,1
13002_2,13210_8,1
13324_6,13433_8,1
13023_4,13999_5,1
13404_8,13934_8,1
13431_13,13989_7,1
13002_3,13210_9,1
13324_7,13433_9,1
13450_1,13526_1,1
13471_6,13244_0,1
13000_21,13000_20,1
13757_2,13174_2,1
13454_27,13448_27,1
13433_8,13350_0,1
13450_0,13526_0,1
13985_5,13491_20,1
13776_4,13757_3,1
13454_26,13118_26,1
13210_8,13143_3,1
13174_2,13878_2,1
13309_3,13174_3,1
13273_1,13405_1,1
13040_11,13333_8,1
13174_3,13119_25,1
13210_9,13989_6,1
13273_0,13367_0,1
13801_14,13214_13,1
13309_2,13119_24,1
13244_0,13800_6,1
13526_1,13902_1,1
13143_3,13472_10,1
13162_4,13708_4,1
13526_0,13902_0,1
13989_7,13396_10,1
13162_5,13708_5,1
13143_2,13207_41,1
13405_1,13367_1,1
13367_0,13405_0,1
13659_7,13849_7,1
13060_3,13941_6,1
13405_0,13960_1,1
13060_2,13263_2,1
13659_6,13371_7,1
13472_10,13939_2,1
13371_6,13536_18,1
13608_13,13492_6,1
13333_9,13820_8,1
13472_11,13939_3,1
13371_7,13335_11,1
13350_0,13843_0,1
13409_86,13400_20,1
13820_8,13135_14,1
13939_3,13335_10,1
13119_25,13878_3,1
13335_11,13686_9,1
13960_0,13821_0,1
13960_1,13821_1,1
13941_6,13263_3,1
13800_6,13172_6,1
13821_1,13631_0,1
13491_20,13724_8,1
13821_0,13492_12,1
13187_0,13187_1,1
13399_8,13630_8,1
13631_28,13631_29,1
13686_8,13236_3,1
13747_20,13430_11,1
13686_9,13338_6,1
13207_40,13293_15,1
13492_12,13770_0,1
13409_15,13275_4,1
13351_18,13487_18,1
13448_19,13118_19,1
13902_1,13558_1,1
13118_19,13454_19,1
13878_3,13536_3,1
13878_2,13536_2,1
13118_18,13448_18,1
13448_18,13454_18,1
13902_0,13558_0,1
13961_9,13771_9,1
13631_0,13131_0,1
13999_4,13201_3,1
13275_5,13164_1,1
13293_15,13047_1,1
13536_3,13340_3,1
13631_1,13422_2,1
13293_14,13047_0,1
13536_2,13340_2,1
13275_4,13164_0,1
13999_5,13356_4,1
13338_6,13649_4,1
13263_3,13672_6,1
13164_0,13725_0,1
13338_7,13631_17,1
13263_2,13563_2,1
13164_1,13725_1,1
13340_3,13415_3,1
13422_2,13653_1,1
13047_0,13461_4,1
13725_1,13712_1,1
13422_3,13434_4,1
13340_2,13415_2,1
13725_0,13712_0,1
13047_1,13461_5,1
13415_3,13434_5,1
13434_4,13440_2,1
13649_4,13848_11,1
13487_50,13977_22,1
13415_2,13312_25,1
13236_3,13542_5,1
13630_8,13607_8,1
13653_1,13131_1,1
13131_0,13653_0,1
13131_1,13106_1,1
13708_5,13795_4,1
13653_0,13106_0,1
13106_1,13419_1,1
13201_2,13947_2,1
13220_5,13456_5,1
13563_3,13004_6,1
13135_14,13408_17,1
13106_0,13419_0,1
13220_4,13456_4,1
13201_3,13947_3,1
13419_0,13770_1,1
13836_41,13081_41,1
13004_6,13279_6,1
13440_2,13477_2,1
13456_5,13872_5,1
13983_0,13384_0,1
13334_4,13407_32,1
13477_2,13806_3,1
13033_7,13033_6,1
13477_3,13878_20,1
13456_4,13872_4,1
13806_2,13197_2,1
13487_18,13487_19,1
13312_25,13864_2,1
13197_2,13312_24,1
13312_24,13970_2,1
13806_3,13197_3,1
13197_3,13925_2,1
13848_11,13849_6,1
13878_20,13925_3,1
13849_6,13631_16,1
13904_5,13908_6,1
13925_2,13970_3,1
13076_31,13183_21,1
13904_4,13795_5,1
13076_30,13183_20,1
13448_27,13118_27,1
13590_1,13864_3,1
13864_3,13966_4,1
13118_26,13448_26,1
12980_15,12516_7,1
12314_1,12330_1,1
12169_0,12884_12,1
12457_6,12734_0,1
12980_14,12516_6,1
12415_8,12201_8,1
12148_6,12221_7,1
12884_12,12323_0,1
12771_2,12764_7,1
12388_10,12994_5,1
12422_8,12993_8,1
12323_0,12278_4,1
12994_4,12435_6,1
12669_36,12297_7,1
12388_11,12887_21,1
12422_9,12993_9,1
12024_2,12029_2,1
12994_5,12887_20,1
12887_20,12363_16,1
12221_7,12543_6,1
12251_47,12929_37,1
12896_3,12385_3,1
12323_27,12321_27,1
12501_9,12351_2,1
12887_21,12363_17,1
12543_7,12321_29,1
12896_2,12385_2,1
12221_6,12652_3,1
12652_3,12713_3,1
12237_0,12897_0,1
12652_2,12713_2,1
12673_5,12811_6,1
12408_18,12669_0,1
12669_0,12607_3,1
12597_19,12593_19,1
12713_2,12267_10,1
12648_7,12829_7,1
12435_6,12729_9,1
12713_3,12267_11,1
12597_18,12593_18,1
12648_6,12829_6,1
12408_19,12669_1,1
12669_1,12924_1,1
12435_7,12131_0,1
12363_17,12899_11,1
12761_26,12761_20,1
12341_1,12067_5,1
12267_11,12318_3,1
12341_0,12067_4,1
12761_27,12761_28,1
12363_16,12899_10,1
12578_4,12580_4,1
12423_1,12061_0,1
12267_10,12318_2,1
12067_4,12389_0,1
12737_10,12741_10,1
12321_29,12144_4,1
12318_3,12152_3,1
12563_9,12259_5,1
12144_5,12048_17,1
12607_3,12963_25,1
12201_8,12853_8,1
12318_2,12152_2,1
12321_28,12323_28,1
12521_6,12794_6,1
12144_4,12048_16,1
12563_8,12259_4,1
12152_3,12527_3,1
12554_8,12729_8,1
12729_9,12554_9,1
12152_2,12527_2,1
12048_16,12601_7,1
12554_9,12388_9,1
12927_34,12928_34,1
12729_8,12388_8,1
12946_1,12495_1,1
12946_0,12495_0,1
12427_24,12427_16,1
12928_2,12251_2,1
12831_9,12886_23,1
12899_11,12318_13,1
12870_19,12680_22,1
12680_6,12864_3,1
12928_3,12251_3,1
12899_10,12318_12,1
12870_18,12939_18,1
12831_8,12886_22,1
12831_14,12886_28,1
12424_17,12426_17,1
12806_8,12408_22,1
12963_25,12924_0,1
12844_6,12094_6,1
12389_0,12488_9,1
12806_9,12179_2,1
12424_16,12426_16,1
12831_15,12829_23,1
12318_13,12162_11,1
12924_0,12715_6,1
12648_13,12828_13,1
12146_29,12036_7,1
12162_11,12026_18,1
12544_18,12543_18,1
12992_32,12988_32,1
12923_15,12057_8,1
12318_12,12162_10,1
12924_1,12715_7,1
12992_33,12988_33,1
12094_6,12040_6,1
12544_19,12543_19,1
12162_10,12866_20,1
12385_2,12686_2,1
12553_22,12656_20,1
12385_3,12686_3,1
12151_12,12151_10,1
12447_45,12325_45,1
12563_13,12080_13,1
12853_8,12643_8,1
12249_11,12929_46,1
12811_6,12811_7,1
12447_44,12325_44,1
12811_7,12984_6,1
12249_10,12928_45,1
12388_8,12370_4,1
12196_0,12056_0,1
12593_39,12297_25,1
12388_9,12658_4,1
12156_49,12157_50,1
12715_6,12142_0,1
12056_0,12264_4,1
12433_2,12887_9,1
12370_4,12245_3,1
12351_3,12119_3,1
12715_7,12142_1,1
12734_0,12015_6,1
12351_2,12245_2,1
12529_24,12680_23,1
12366_2,12001_12,1
12323_18,12742_16,1
12040_6,12575_5,1
12993_8,12423_8,1
12529_25,12680_25,1
12366_3,12001_13,1
12993_9,12423_9,1
12658_4,12702_9,1
12061_0,12841_0,1
12527_3,12466_3,1
12245_2,12893_17,1
12142_1,12510_3,1
12893_17,12022_7,1
12019_4,12756_4,1
12643_8,12116_8,1
12245_3,12268_6,1
12264_4,12654_13,1
12527_2,12186_2,1
12142_0,12510_2,1
12019_5,12756_5,1
12636_6,12769_6,1
12531_5,12120_0,1
12510_2,12992_0,1
12531_4,12553_4,1
12470_4,12220_4,1
12268_7,12933_5,1
12984_6,12984_7,1
12057_8,12359_20,1
12777_7,12764_1,1
12756_0,12003_0,1
12984_7,12656_28,1
12470_5,12220_5,1
12268_6,12206_5,1
12756_1,12075_32,1
12777_6,12764_0,1
12179_2,12022_6,1
12022_7,12179_3,1
12321_17,12323_17,1
12075_32,12003_1,1
12003_0,12642_0,1
12466_2,12947_2,1
12447_5,12325_5,1
12702_8,12891_6,1
12179_3,12206_4,1
12022_6,12761_18,1
12702_9,12319_11,1
12992_1,12886_1,1
12325_5,12897_32,1
12120_0,12231_5,1
12761_18,12120_1,1
12621_8,12399_8,1
12206_4,12143_9,1
12143_9,12654_7,1
12120_1,12143_8,1
12206_5,12319_10,1
12143_8,12654_6,1
12231_5,12117_1,1
12429_6,12886_0,1
12886_1,12429_7,1
12675_0,12771_8,1
12886_22,12354_8,1
12654_7,12383_7,1
12117_1,12553_5,1
12624_12,12395_0,1
12886_0,12092_3,1
12231_4,12492_7,1
12429_7,12153_23,1
12886_23,12354_9,1
12654_6,12092_2,1
12675_1,12771_9,1
12026_18,12394_8,1
12092_3,12153_22,1
12092_2,12383_6,1
12928_67,12927_67,1
12382_16,12561_16,1
12084_5,12434_5,1
12319_11,12280_9,1
12870_27,12939_27,1
12383_6,12687_12,1
12897_36,12283_25,1
12928_66,12927_66,1
12382_17,12561_17,1
12084_4,12152_9,1
12383_7,12687_13,1
12897_37,12192_12,1
12870_26,12939_26,1
12319_10,12280_8,1
12186_2,12597_6,1
12153_22,12499_3,1
12186_3,12597_7,1
12499_3,12938_0,1
12323_50,12321_50,1
12153_23,12938_1,1
12687_12,12863_5,1
12297_7,12593_25,1
12032_11,12792_3,1
12687_13,12318_9,1
12939_9,12870_9,1
12032_10,12961_2,1
12792_3,12961_3,1
12394_8,12866_21,1
12961_2,12792_2,1
12495_0,12653_0,1
12792_2,12399_2,1
12495_1,12590_1,1
12961_3,12399_3,1
12854_4,12690_4,1
12359_20,12318_18,1
12686_2,12575_4,1
12280_9,12146_17,1
12854_5,12690_5,1
12581_0,12610_0,1
12866_20,12512_11,1
12686_3,12322_3,1
12280_8,12146_16,1
12577_25,12578_31,1
12042_11,12528_9,1
12512_11,12544_12,1
12146_17,12512_10,1
12863_5,12866_15,1
12938_0,12384_0,1
12597_7,12681_5,1
12512_10,12145_11,1
12597_6,12681_4,1
12863_4,12866_14,1
12146_16,12145_10,1
12938_1,12384_1,1
12145_10,12359_14,1
12681_4,12388_2,1
12145_11,12359_15,1
12681_5,12388_3,1
12988_28,12992_28,1
12426_12,12424_12,1
12864_3,12939_3,1
12388_2,12563_2,1
12590_1,12653_1,1
12593_33,12988_44,1
12426_13,12424_13,1
12388_3,12947_3,1
12590_0,12598_0,1
12864_2,12870_2,1
12544_12,12465_10,1
12947_3,12492_6,1
12492_6,12783_3,1
12318_18,12596_10,1
12947_2,12783_2,1
12492_7,12672_6,1
12544_13,12465_11,1
12866_15,12607_9,1
12359_14,12071_9,1
12783_3,12806_3,1
12866_14,12607_8,1
12783_2,12806_2,1
12359_15,12672_11,1
12928_8,12251_8,1
12831_3,12886_17,1
12465_10,12947_16,1
12928_9,12251_9,1
12831_2,12886_16,1
12465_11,12947_17,1
12827_5,12149_5,1
12578_35,12577_29,1
12806_2,12729_2,1
12278_16,12672_16,1
12806_3,12563_3,1
12578_34,12577_28,1
12827_4,12149_4,1
12278_17,12602_22,1
12057_10,12221_18,1
12153_16,12864_23,1
12384_0,12983_0,1
12057_11,12152_8,1
12384_1,12983_1,1
12868_0,12862_0,1
12153_17,12864_24,1
12273_12,12710_10,1
12220_5,12100_5,1
12563_3,12729_3,1
12201_2,12415_2,1
12607_9,12318_8,1
12273_13,12710_11,1
12318_8,12881_7,1
12201_3,12415_3,1
12607_8,12881_6,1
12563_2,12554_2,1
12220_4,12649_5,1
12929_26,12928_26,1
12554_2,12456_4,1
12710_10,12230_10,1
12152_9,12434_4,1
12881_7,12923_6,1
12729_3,12554_3,1
12672_6,12145_6,1
12131_0,12999_5,1
12653_1,12770_1,1
12554_3,12456_5,1
12881_6,12672_7,1
12710_11,12230_11,1
12152_8,12221_19,1
12575_4,12322_2,1
12653_0,12770_0,1
12729_2,12668_2,1
12672_7,12145_7,1
12456_5,12279_6,1
12770_1,12244_1,1
12656_28,12656_29,1
12149_5,12303_5,1
12886_16,12829_22,1
12456_4,12275_5,1
12983_1,12319_1,1
12071_8,12602_10,1
12149_4,12303_4,1
12886_17,12828_20,1
12770_0,12244_0,1
12656_29,12976_6,1
12672_11,12999_4,1
12322_2,12536_2,1
12303_5,12517_5,1
12995_6,12371_6,1
12025_0,12712_0,1
12766_6,12161_6,1
12303_4,12517_4,1
12322_3,12536_3,1
12279_6,12668_3,1
12164_0,12716_3,1
12319_0,12902_0,1
12145_6,12162_4,1
12157_36,12156_35,1
12164_1,12497_1,1
12230_10,12084_11,1
12275_5,12875_8,1
12536_3,12649_4,1
12517_4,12789_4,1
12999_5,12859_5,1
12517_5,12789_5,1
12254_3,12761_35,1
12230_11,12048_22,1
12536_2,12377_2,1
12275_4,12680_34,1
12602_10,12152_14,1
12668_2,12680_35,1
12649_5,12100_4,1
12771_9,12779_8,1
12377_2,12533_2,1
12415_3,12621_3,1
12649_4,12377_3,1
12602_11,12152_15,1
12668_3,12875_9,1
12415_2,12621_2,1
12771_8,12764_2,1
12377_3,12533_3,1
12680_34,12902_1,1
12680_35,12939_31,1
12875_9,12280_3,1
12399_8,12975_16,1
12553_16,12656_16,1
12875_8,12280_2,1
12553_17,12656_17,1
12927_48,12117_10,1
12789_4,12637_4,1
12927_49,12117_11,1
12975_16,12961_8,1
12988_16,12992_16,1
12152_14,12923_7,1
12902_1,12939_30,1
12939_30,12526_1,1
12859_5,12479_11,1
12902_0,12526_0,1
12152_15,12065_10,1
12923_7,12596_5,1
12939_31,12143_2,1
12447_71,12325_71,1
12935_0,12989_0,1
12065_10,12202_11,1
12382_4,12561_4,1
12382_5,12561_5,1
12065_11,12479_10,1
12935_1,12989_1,1
12864_24,12680_28,1
12157_40,12488_11,1
12499_8,12162_5,1
12427_10,12428_4,1
12001_18,12702_14,1
12427_11,12428_5,1
12687_18,12688_18,1
12939_2,12529_2,1
12596_5,12761_13,1
12596_4,12596_3,1
12939_3,12870_3,1
12960_0,12511_0,1
12793_0,12048_23,1
12941_6,12288_3,1
12976_6,12976_7,1
12526_1,12273_1,1
12761_12,12294_8,1
12244_0,12367_0,1
12621_2,12060_2,1
12143_3,12309_3,1
12761_13,12202_10,1
12244_1,12367_1,1
12526_0,12273_0,1
12621_3,12252_6,1
12039_0,12371_7,1
12156_35,12267_6,1
12593_45,12669_56,1
12656_16,12596_11,1
12273_1,12544_1,1
12309_3,12569_5,1
12502_33,12266_9,1
12886_28,12646_14,1
12511_0,12943_0,1
12252_6,12060_3,1
12202_11,12607_11,1
12309_2,12569_4,1
12273_0,12544_0,1
12929_18,12928_18,1
12569_5,12409_3,1
12371_6,12552_6,1
12350_1,12137_5,1
12048_22,12310_11,1
12569_4,12409_2,1
12479_10,12119_4,1
12424_6,12426_6,1
12367_0,12450_0,1
12060_3,12659_6,1
12479_11,12431_5,1
12367_1,12450_1,1
12424_7,12426_7,1
12100_5,12985_5,1
12544_0,12305_0,1
12100_4,12985_4,1
12544_1,12305_1,1
12928_25,12927_25,1
12230_7,12607_10,1
12428_4,12429_3,1
12552_6,12701_6,1
12409_3,12887_3,1
12887_3,12757_3,1
12137_4,12332_0,1
12409_2,12887_2,1
12887_2,12757_2,1
12230_6,12887_15,1
12428_5,12429_4,1
12137_5,12332_1,1
12332_0,12349_0,1
12310_10,12818_10,1
12450_1,12449_1,1
12757_2,12990_7,1
12450_0,12634_0,1
12332_1,12349_1,1
12310_11,12818_11,1
12757_3,12990_6,1
